X1,X2,Preference,Pair
"[1.12010708817539 0.149248233586467 0.415790313216196 0.185526518188259
 0.088797621 7.29978085201519 0.016345655307685 0.132211636358982 0.8458
 0.8534]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"20.jpg,127.jpg"
"[0.521670326195004 0.242306265396266 0.284661806130903 0.210321637259397
 -1.209830618 6.87996592911739 0.0355354906515697 0.106635342681764 0.7422
 0.7066]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"21.jpg,116.jpg"
"[0.521670326195004 0.242306265396266 0.284661806130903 0.210321637259397
 -1.209830618 6.87996592911739 0.0355354906515697 0.106635342681764 0.7422
 0.7066]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"21.jpg,16.jpg"
"[0.521670326195004 0.242306265396266 0.284661806130903 0.210321637259397
 -1.209830618 6.87996592911739 0.0355354906515697 0.106635342681764 0.7422
 0.7066]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"21.jpg,213.jpg"
"[0.521670326195004 0.242306265396266 0.284661806130903 0.210321637259397
 -1.209830618 6.87996592911739 0.0355354906515697 0.106635342681764 0.7422
 0.7066]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"21.jpg,127.jpg"
"[1.24976013075213 0.127089252788006 0.374271243563739 0.216185446844269
 1.063515461 7.23780308262801 0.0205126379811907 0.103105070352143 0.8287
 0.9197]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"22.jpg,116.jpg"
"[1.24976013075213 0.127089252788006 0.374271243563739 0.216185446844269
 1.063515461 7.23780308262801 0.0205126379811907 0.103105070352143 0.8287
 0.9197]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"22.jpg,16.jpg"
"[1.24976013075213 0.127089252788006 0.374271243563739 0.216185446844269
 1.063515461 7.23780308262801 0.0205126379811907 0.103105070352143 0.8287
 0.9197]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"22.jpg,213.jpg"
"[1.24976013075213 0.127089252788006 0.374271243563739 0.216185446844269
 1.063515461 7.23780308262801 0.0205126379811907 0.103105070352143 0.8287
 0.9197]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"22.jpg,127.jpg"
"[1.46636040219533 0.0992244126535897 0.328797260425297 0.157949586363139
 0.565457244 7.0692831000366 0.0118954480296619 0.136085801970338 0.8644
 0.8494]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"23.jpg,116.jpg"
"[1.46636040219533 0.0992244126535897 0.328797260425297 0.157949586363139
 0.565457244 7.0692831000366 0.0118954480296619 0.136085801970338 0.8644
 0.8494]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"23.jpg,16.jpg"
"[1.46636040219533 0.0992244126535897 0.328797260425297 0.157949586363139
 0.565457244 7.0692831000366 0.0118954480296619 0.136085801970338 0.8644
 0.8494]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"23.jpg,213.jpg"
"[1.46636040219533 0.0992244126535897 0.328797260425297 0.157949586363139
 0.565457244 7.0692831000366 0.0118954480296619 0.136085801970338 0.8644
 0.8494]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"23.jpg,127.jpg"
"[1.30869177177012 0.165720934871834 0.209887301354457 0.149580981143427
 -1.957558519 5.41733927471545 0.027018208399472 0.0739911666005279 0.7322
 0.7112]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"24.jpg,116.jpg"
"[1.30869177177012 0.165720934871834 0.209887301354457 0.149580981143427
 -1.957558519 5.41733927471545 0.027018208399472 0.0739911666005279 0.7322
 0.7112]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"24.jpg,16.jpg"
"[1.30869177177012 0.165720934871834 0.209887301354457 0.149580981143427
 -1.957558519 5.41733927471545 0.027018208399472 0.0739911666005279 0.7322
 0.7112]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"24.jpg,213.jpg"
"[1.30869177177012 0.165720934871834 0.209887301354457 0.149580981143427
 -1.957558519 5.41733927471545 0.027018208399472 0.0739911666005279 0.7322
 0.7112]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"24.jpg,127.jpg"
"[0.954213306274106 0.182722803969488 0.282376075135937 0.171426769261112
 1.34893336 6.81212187452243 0.0423309038104902 0.0859972211895098 0.6937
 0.7513]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"25.jpg,116.jpg"
"[0.954213306274106 0.182722803969488 0.282376075135937 0.171426769261112
 1.34893336 6.81212187452243 0.0423309038104902 0.0859972211895098 0.6937
 0.7513]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"25.jpg,16.jpg"
"[0.954213306274106 0.182722803969488 0.282376075135937 0.171426769261112
 1.34893336 6.81212187452243 0.0423309038104902 0.0859972211895098 0.6937
 0.7513]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"25.jpg,213.jpg"
"[0.954213306274106 0.182722803969488 0.282376075135937 0.171426769261112
 1.34893336 6.81212187452243 0.0423309038104902 0.0859972211895098 0.6937
 0.7513]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"25.jpg,127.jpg"
"[1.64072068886434 0.133094162700648 0.305773329000109 0.179127763897944
 0.651477901 7.16015625038795 0.0316423115434638 0.108358730123203 0.7061
 0.8373]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"26.jpg,116.jpg"
"[1.64072068886434 0.133094162700648 0.305773329000109 0.179127763897944
 0.651477901 7.16015625038795 0.0316423115434638 0.108358730123203 0.7061
 0.8373]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"26.jpg,16.jpg"
"[1.64072068886434 0.133094162700648 0.305773329000109 0.179127763897944
 0.651477901 7.16015625038795 0.0316423115434638 0.108358730123203 0.7061
 0.8373]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"26.jpg,213.jpg"
"[1.64072068886434 0.133094162700648 0.305773329000109 0.179127763897944
 0.651477901 7.16015625038795 0.0316423115434638 0.108358730123203 0.7061
 0.8373]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"26.jpg,127.jpg"
"[1.11570526159461 0.164163481104235 0.186528570753603 0.147554914046912
 0.607280317 5.87736863568687 0.024920734868614 0.0804813484647193 0.6572
 0.6475]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"27.jpg,116.jpg"
"[1.11570526159461 0.164163481104235 0.186528570753603 0.147554914046912
 0.607280317 5.87736863568687 0.024920734868614 0.0804813484647193 0.6572
 0.6475]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"27.jpg,16.jpg"
"[1.11570526159461 0.164163481104235 0.186528570753603 0.147554914046912
 0.607280317 5.87736863568687 0.024920734868614 0.0804813484647193 0.6572
 0.6475]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"27.jpg,213.jpg"
"[1.11570526159461 0.164163481104235 0.186528570753603 0.147554914046912
 0.607280317 5.87736863568687 0.024920734868614 0.0804813484647193 0.6572
 0.6475]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"27.jpg,127.jpg"
"[0.33528221731411 0.122581159573669 0.305196836745748 0.0982345122791143
 -0.317963008 5.59092924195869 0.0058586270894788 0.110060122910521 0.9369
 0.938]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"28.jpg,116.jpg"
"[0.33528221731411 0.122581159573669 0.305196836745748 0.0982345122791143
 -0.317963008 5.59092924195869 0.0058586270894788 0.110060122910521 0.9369
 0.938]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"28.jpg,16.jpg"
"[0.33528221731411 0.122581159573669 0.305196836745748 0.0982345122791143
 -0.317963008 5.59092924195869 0.0058586270894788 0.110060122910521 0.9369
 0.938]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"28.jpg,213.jpg"
"[0.33528221731411 0.122581159573669 0.305196836745748 0.0982345122791143
 -0.317963008 5.59092924195869 0.0058586270894788 0.110060122910521 0.9369
 0.938]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"28.jpg,127.jpg"
"[0.446702430567823 0.141376668331935 0.676116350326796 0.135698599446892
 -0.462845524 6.95442261564573 0.0193593512216115 0.101625023778389 0.9356
 0.9418]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"29.jpg,116.jpg"
"[0.446702430567823 0.141376668331935 0.676116350326796 0.135698599446892
 -0.462845524 6.95442261564573 0.0193593512216115 0.101625023778389 0.9356
 0.9418]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"29.jpg,16.jpg"
"[0.446702430567823 0.141376668331935 0.676116350326796 0.135698599446892
 -0.462845524 6.95442261564573 0.0193593512216115 0.101625023778389 0.9356
 0.9418]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"29.jpg,213.jpg"
"[0.446702430567823 0.141376668331935 0.676116350326796 0.135698599446892
 -0.462845524 6.95442261564573 0.0193593512216115 0.101625023778389 0.9356
 0.9418]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"29.jpg,127.jpg"
"[0.22912919739324 0.151492344118481 0.28917306052856 0.133686176394601
 -0.144405508 6.77181245391093 0.0138365296401183 0.116166595359882 0.8154
 0.8509]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"30.jpg,116.jpg"
"[0.22912919739324 0.151492344118481 0.28917306052856 0.133686176394601
 -0.144405508 6.77181245391093 0.0138365296401183 0.116166595359882 0.8154
 0.8509]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"30.jpg,16.jpg"
"[0.22912919739324 0.151492344118481 0.28917306052856 0.133686176394601
 -0.144405508 6.77181245391093 0.0138365296401183 0.116166595359882 0.8154
 0.8509]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"30.jpg,213.jpg"
"[0.22912919739324 0.151492344118481 0.28917306052856 0.133686176394601
 -0.144405508 6.77181245391093 0.0138365296401183 0.116166595359882 0.8154
 0.8509]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"30.jpg,127.jpg"
"[0.33218656530487 0.0988416922426595 0.546844730745324 0.191527670180511
 2.154498096 7.1769037398405 0.0237627618522602 0.0669747381477398 0.8992
 0.9445]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"31.jpg,116.jpg"
"[0.33218656530487 0.0988416922426595 0.546844730745324 0.191527670180511
 2.154498096 7.1769037398405 0.0237627618522602 0.0669747381477398 0.8992
 0.9445]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"31.jpg,16.jpg"
"[0.33218656530487 0.0988416922426595 0.546844730745324 0.191527670180511
 2.154498096 7.1769037398405 0.0237627618522602 0.0669747381477398 0.8992
 0.9445]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"31.jpg,213.jpg"
"[0.33218656530487 0.0988416922426595 0.546844730745324 0.191527670180511
 2.154498096 7.1769037398405 0.0237627618522602 0.0669747381477398 0.8992
 0.9445]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"31.jpg,127.jpg"
"[1.18517207447767 0.179970812487181 0.362747725999491 0.176003195817716
 0.136005505 7.27201882550848 0.015614886276207 0.15423615539046 0.8653
 0.9306]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"32.jpg,116.jpg"
"[1.18517207447767 0.179970812487181 0.362747725999491 0.176003195817716
 0.136005505 7.27201882550848 0.015614886276207 0.15423615539046 0.8653
 0.9306]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"32.jpg,16.jpg"
"[1.18517207447767 0.179970812487181 0.362747725999491 0.176003195817716
 0.136005505 7.27201882550848 0.015614886276207 0.15423615539046 0.8653
 0.9306]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"32.jpg,213.jpg"
"[1.18517207447767 0.179970812487181 0.362747725999491 0.176003195817716
 0.136005505 7.27201882550848 0.015614886276207 0.15423615539046 0.8653
 0.9306]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"32.jpg,127.jpg"
"[0.395467576583818 0.144826196296214 0.253062848843241 0.170734625304689
 -0.462490952 6.60262091830129 0.0268714762296718 0.0759076904369949
 0.7782 0.7541]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"33.jpg,116.jpg"
"[0.395467576583818 0.144826196296214 0.253062848843241 0.170734625304689
 -0.462490952 6.60262091830129 0.0268714762296718 0.0759076904369949
 0.7782 0.7541]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"33.jpg,16.jpg"
"[0.395467576583818 0.144826196296214 0.253062848843241 0.170734625304689
 -0.462490952 6.60262091830129 0.0268714762296718 0.0759076904369949
 0.7782 0.7541]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"33.jpg,213.jpg"
"[0.395467576583818 0.144826196296214 0.253062848843241 0.170734625304689
 -0.462490952 6.60262091830129 0.0268714762296718 0.0759076904369949
 0.7782 0.7541]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"33.jpg,127.jpg"
"[1.29581491954954 0.0869735773923689 0.14640219270504 0.0569522441457168
 0.070069015 5.03426150872318 0.0116606682160295 0.0845393317839705 0.9287
 0.9669]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"34.jpg,116.jpg"
"[1.29581491954954 0.0869735773923689 0.14640219270504 0.0569522441457168
 0.070069015 5.03426150872318 0.0116606682160295 0.0845393317839705 0.9287
 0.9669]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"34.jpg,16.jpg"
